CodeGeneration,Code,Generation,Name,Latitude,Longitude,Altitude,Earliest annual mean,Latest annual mean,Status,StatusCode,Responsible Institute(s),Notes
VLJ1,VLJ,1,Val Joyeux,48.821,2.014,,1901,1936,Closed,3,http://www.bcmt.fr,
VNA1,VNA,1,Neumayer Station II (Georg von Neumayer),-70.65,-8.25,,1993,2008,Closed,3,,
VNA2,VNA,2,Neumayer Station III,-70.683,-8.282,46,2009,,Open,2,AWI and GFZ,
VOR1,VOR,1,Voroshilov (Ussuriysk),43.783,132.033,,1951,1957,Closed,3,,
VOS1,VOS,1,Vostok,-78.45,106.867,3500,1958,,Open,2,,
VQS1,VQS,1,Vieques (Puerto Rico),18.15,-65.45,20,1903,1924,Closed,3,USGS,
VRE1,VRE,1,Villa Remedios,-14.77,-68.17,,,,Provisional,1,"http://www.fiumsa.edu.bo
http://www.gfz-potsdam.de",
VSK1,VSK,1,Visakhapatnam,17.74,83.33,20,1995,,Open,2,http://iigm.res.in/,
VSS1,VSS,1,Vassouras,-22.4,-43.65,457,1915,,Open,2,,
VYK1,VYK,1,Vykhodnoy,73.233,56.733,,1954,1955,Closed,3,,
WAT1,WAT,1,Watheroo,-30.317,115.883,,1919,1958,Closed,3,http://www.ga.gov.au/,
WDC1,WDC,1,Washington City,38.9,-77.033,,1841,1842,Closed,3,,
WDC2,WDC,2,Washington 1,38.883,-77,,1867,1869,Closed,3,,
WDC3,WDC,3,Washington 2,38.9,-77.05,,1888,1892,Closed,3,,
WDC4,WDC,4,Washington New,38.917,-77.05,,1894,1894,Closed,3,,
WES1,WES,1,Weston,42.385,-71.32,,1965,1968,Closed,3,US Air Force Base Cambridge Laboratory,
WHN1,WHN,1,Wuhan,30.528,114.559,42,1959,,Open,2,,continuous operation uncertain
WHS1,WHS,1,Whiteshell,49.75,-95.25,,1977,1980,Closed,3,,
WIA1,WIA,1,Wien Auhof,48.2,16.233,,1929,1950,Closed,3,,
WIC1,WIC,1,Wien Conrad,47.93,15.865,1088,2014,,Open,2,http://www.zamg.ac.at/cms/en/geophysics/conrad-observatory,IAGA2013 V-OBS minutes
WIE1,WIE,1,Wien,48.25,16.367,,1892,1898,Closed,3,,
WIK1,WIK,1,Wien Kobenzl,48.267,16.317,400,1955,2015,Closed,3,,
WIL1,WIL,1,Wilkes,-66.25,110.583,,1957,1966,Closed,3,http://www.ga.gov.au/,
WIT1,WIT,1,Witteveen,52.813,6.668,20,1938,1987,Closed,3,,
WKE1,WKE,1,Wake Island,19.3,167.6,,,,Uncertain,0,,Variometer station part of International Magnetospheric Study. http://www-ssc.igpp.ucla.edu/SPDS/geomag/
WLH1,WLH,1,Wilhelmshaven,53.533,8.15,,1884,1932,Closed,3,,
WMQ1,WMQ,1,Urumqi (Wulumuchi),43.817,87.7,970,1978,2000,Closed,3,,Closed 2012
WMQ2,WMQ,2,Urumqi (Wulumuchi),44.36,86.94,442,,,Open,2,,Opened 2013
WNG1,WNG,1,Wingst,53.743,9.073,50,1939,2018,Closed,3,http://www.gfz-potsdam.de,
WNG1,WNG,2,Wingst,53.725,9.053,66,2019,,Open,2,http://www.gfz-potsdam.de,
WNP1,WNP,1,Winnipeg,49.63,-97.13,,1969,1975,Closed,3,,
WRH1,WRH,1,Warnkenhagen,54,11.07,,1935,1935,Closed,3,,
WSE1,WSE,1,White Sea,66.552,33.1,15,,,Provisional,1,"GC RAS (http://gcras.ru/eng), MSU Faculty of Biology (http://www.bio.msu.ru/)",Request from Roman Sidorov 9 Jan 2019
WSW1,WSW,1,Warsaw,52.217,21.033,,1893,1893,Closed,3,,
WUS1,WUS,1,Wustrow,54.35,12.4,,1891,1903,Closed,3,,
XIC1,XIC,1,Xichang,27.8,27.8,,,,Closed,3,,Opened 1986
YAK1,YAK,1,Yakutsk,61.96,129.66,100,1931,,Open,2,http://ikfia.ysn.ru/ and http://www.gfz-potsdam.de,
YAU1,YAK,1,Yauca,-15.53,-74.67,,1957,1960,Closed,3,,
YCB1,YCB,1,Yinchuan,38.5,106.3,,,,Closed,3,,Opened 1985
YKC1,YKC,1,Yellowknife,62.48,-114.482,198,1975,,Open,2,http://www.geomag.nrcan.gc.ca,
YNV1,YNV,1,Janow (Yanov),49.9,23.733,,1933,1934,Closed,3,,
YON1,YON,1,Yonning,22.8,108.5,,,,Closed,3,,Opened 1983
YSH1,YSH,1,Yuzhny Shar,69.77,61.68,,,,Closed,3,,Data on microfilm at Kyoto
YSS1,YSS,1,Yuzhno-Sakhalinsk,46.95,142.717,70,1941,1990,Closed,3,,
ZAR1,ZAR,1,Zaria,11.15,7.65,,1964,1965,Closed,3,,
ZHS1,ZHS,1,Zhong Shan,-69.4,76.4,,,,Provisional,1,,
ZIN1,ZIN,1,Zinsen,37.483,126.633,,1918,1944,Closed,3,,
ZKW1,ZKW,1,Zi-Ka-Wei,31.217,121.433,,1875,1908,Closed,3,,
ZUY1,ZUY,1,Zuy,52.467,104.033,,1915,1958,Closed,3,,
ZZH1,ZZH,1,Zhengzhou,34.6,113.6,,,,Closed,3,,Opened 1984
